Identificador,Fecha,Estado,Tipo,Cuenta,Beneficiario,Categoría,Importe,Divisa,Número,Notas
31907,19/11/2018,R,Withdrawal,Bancos Anteriores,Corsa Loan,Prestamos:Intereses,0.00,EUR,,
31908,19/11/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31909,19/11/2018,R,Withdrawal,Bancos Anteriores,Yasmin Peluqueras,Belleza:Estetica,0.00,EUR,,
31910,19/11/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31912,20/11/2018,R,Deposit,Bancos Anteriores,Francisco Nortennio,Sueldo:Trabajo externo,0.00,EUR,,
31913,20/11/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
31914,21/11/2018,R,Withdrawal,Bancos Anteriores,AliExpress,Casa:Decoracion y Otros,0.00,EUR,,
31915,21/11/2018,R,Withdrawal,Bancos Anteriores,farmacia Avda la lib,Salud:Farmacia,0.00,EUR,,
31916,21/11/2018,R,Withdrawal,Bancos Anteriores,Farmacia El Camin,Salud:Farmacia,0.00,EUR,,
31917,22/11/2018,R,Withdrawal,Bancos Anteriores,Farmacia El Camin,Salud:Farmacia,0.00,EUR,,
31918,22/11/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31919,23/11/2018,R,Withdrawal,Bancos Anteriores,Loverde (Lactancia),Salud:Otros,0.00,EUR,,Clase lactancia
31920,23/11/2018,R,Deposit,Bancos Anteriores,Cande,Familia,0.00,EUR,,
31921,23/11/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
31922,23/11/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
31923,23/11/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31924,24/11/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
31925,25/11/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
31926,25/11/2018,R,Withdrawal,Bancos Anteriores,Don Pollo,Comida:Bares y Restaurantes,0.00,EUR,,
31927,25/11/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Gastos Varios,0.00,EUR,,
31928,25/11/2018,R,Withdrawal,Bancos Anteriores,La Bohemia,Comida:Bares y Restaurantes,0.00,EUR,,
31929,26/11/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
31930,26/11/2018,R,Withdrawal,Bancos Anteriores,Kiabi,Belleza:Ropa,0.00,EUR,,
31931,26/11/2018,R,Withdrawal,Bancos Anteriores,El Negro Mario,Comida:Bares y Restaurantes,0.00,EUR,,
31932,28/11/2018,R,Withdrawal,Bancos Anteriores,Elsa,Gastos Varios,0.00,EUR,,Sesión fotografica de Alejandro
31933,28/11/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
31934,28/11/2018,R,Withdrawal,Bancos Anteriores,CyA,Belleza:Ropa,0.00,EUR,,
31935,29/11/2018,R,Deposit,Bancos Anteriores,Gomez Asesores,Sueldo,0.00,EUR,,Nomina 18 11
31936,30/11/2018,R,Withdrawal,Bancos Anteriores,Disa,Coche:Gasolina,0.00,EUR,,
31937,30/11/2018,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
31938,01/12/2018,R,Withdrawal,Bancos Anteriores,Buceo Seguro,Hobbies:Buceo,0.00,EUR,,Seguro Buceo
31939,01/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31940,01/12/2018,R,Withdrawal,Bancos Anteriores,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
31941,01/12/2018,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
31942,01/12/2018,R,Deposit,Bancos Anteriores,Freeware Soluciones Empresariales,Sueldo,0.00,EUR,,Nomina 18 11
31943,01/12/2018,R,Withdrawal,Bancos Anteriores,Hipoteca Caixa (Empresa),Prestamos:Intereses,0.00,EUR,,
31944,02/12/2018,R,Withdrawal,Bancos Anteriores,Ing Direct,Prestamos:Intereses,0.00,EUR,,
31945,02/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
31946,02/12/2018,R,Withdrawal,Bancos Anteriores,Parking La Laguna,Coche:Parking,0.00,EUR,,
31947,03/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31948,03/12/2018,R,Withdrawal,Bancos Anteriores,Isabel Martin (Fruteria Los majuelos),Comida:Supermercado y Otros,0.00,EUR,,
31949,03/12/2018,R,Withdrawal,Bancos Anteriores,Data & Asociados,Alquiler:Casa,0.00,EUR,,
31950,03/12/2018,R,Withdrawal,Bancos Anteriores,Data & Asociados,Pago Servicios:Basura,0.00,EUR,,
31951,04/12/2018,R,Withdrawal,Bancos Anteriores,Maria (rezados),Gastos Varios,0.00,EUR,,
31952,04/12/2018,R,Withdrawal,Bancos Anteriores,El Rayo,Comida:Bares y Restaurantes,0.00,EUR,,
31953,04/12/2018,R,Withdrawal,Bancos Anteriores,Yoigo,Pago Servicios:Telefonia,0.00,EUR,,
31954,04/12/2018,R,Deposit,Bancos Anteriores,Seguridad Social,Sueldo,0.00,EUR,,
31955,05/12/2018,R,Withdrawal,Bancos Anteriores,Herbodietetica Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
31956,05/12/2018,R,Withdrawal,Bancos Anteriores,Loverde (Lactancia),Salud:Otros,0.00,EUR,,Cojin Colicos
31957,05/12/2018,R,Withdrawal,Bancos Anteriores,Papa,Pago Servicios:TV Pay per View,0.00,EUR,,
31958,05/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Casa:Decoracion y Otros,0.00,EUR,,
31959,05/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
31965,06/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
31966,06/12/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
31967,06/12/2018,R,Withdrawal,Bancos Anteriores,Doña,Regalos,0.00,EUR,,
31968,06/12/2018,R,Withdrawal,Bancos Anteriores,Ferrediaz,Casa:Reparaciones,0.00,EUR,,
31969,06/12/2018,R,Withdrawal,Bancos Anteriores,Microsoft,Pago Servicios:Servicio de Almacenamiento,0.00,EUR,,
31970,06/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Bares y Restaurantes,0.00,EUR,,
31974,07/12/2018,R,Withdrawal,Bancos Anteriores,Gorrita,Coche:Parking,0.00,EUR,,
31975,07/12/2018,R,Deposit,Bancos Anteriores,Mama,Familia,0.00,EUR,,Pago Pediatra
31976,07/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
31977,07/12/2018,R,Withdrawal,Bancos Anteriores,CyA,Regalos,0.00,EUR,,
31978,07/12/2018,R,Withdrawal,Bancos Anteriores,Hospiten Rambla,Salud:Medico,0.00,EUR,,Pediatra
31979,07/12/2018,R,Withdrawal,Bancos Anteriores,Parking Intercambiador,Coche:Parking,0.00,EUR,,
31980,07/12/2018,R,Withdrawal,Bancos Anteriores,El Corte Ingles,Comida:Supermercado y Otros,0.00,EUR,,
31982,08/12/2018,R,Withdrawal,Bancos Anteriores,Ivan Rotonda,Comida:Supermercado y Otros,0.00,EUR,,
31983,08/12/2018,R,Deposit,Bancos Anteriores,Seguridad Social,Sueldo,0.00,EUR,,Paternidad
31984,08/12/2018,R,Withdrawal,Bancos Anteriores,Stradivarius,Regalos,0.00,EUR,,
31985,08/12/2018,R,Withdrawal,Bancos Anteriores,Bershka,Regalos,0.00,EUR,,
31986,08/12/2018,R,Withdrawal,Bancos Anteriores,Ives Rocher,Regalos,0.00,EUR,,
31987,08/12/2018,R,Withdrawal,Bancos Anteriores,Joyeria Jose Luis,Regalos,0.00,EUR,,
31988,09/12/2018,R,Withdrawal,Bancos Anteriores,AliExpress,Regalos,0.00,EUR,,
31989,10/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
31990,10/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
31991,10/12/2018,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
31992,10/12/2018,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
31993,10/12/2018,R,Withdrawal,Bancos Anteriores,Parking La Laguna,Coche:Parking,0.00,EUR,,
31994,10/12/2018,R,Withdrawal,Bancos Anteriores,Lidl,Casa:Decoracion y Otros,0.00,EUR,,
31995,10/12/2018,R,Withdrawal,Bancos Anteriores,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
31996,11/12/2018,R,Withdrawal,Bancos Anteriores,Springfield,Regalos,0.00,EUR,,
31997,11/12/2018,R,Withdrawal,Bancos Anteriores,Jack Jones,Regalos,0.00,EUR,,
31998,11/12/2018,R,Withdrawal,Bancos Anteriores,La Sureña,Comida:Bares y Restaurantes,0.00,EUR,,
31999,11/12/2018,R,Withdrawal,Bancos Anteriores,La Sureña,Comida:Bares y Restaurantes,0.00,EUR,,
32000,11/12/2018,R,Withdrawal,Bancos Anteriores,Zara,Regalos,0.00,EUR,,
32001,11/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32002,11/12/2018,R,Withdrawal,Bancos Anteriores,CyA,Regalos,0.00,EUR,,
32003,12/12/2018,R,Withdrawal,Bancos Anteriores,Don Pollo,Comida:Bares y Restaurantes,0.00,EUR,,
32004,12/12/2018,R,Deposit,Bancos Anteriores,Cande,Familia,0.00,EUR,,
32005,12/12/2018,R,Withdrawal,Bancos Anteriores,Decathlon,Regalos,0.00,EUR,,
32006,12/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32007,12/12/2018,R,Withdrawal,Bancos Anteriores,Don Pollo,Comida:Bares y Restaurantes,0.00,EUR,,
32008,12/12/2018,R,Withdrawal,Bancos Anteriores,Sofican,Regalos,0.00,EUR,,
32009,12/12/2018,R,Withdrawal,Bancos Anteriores,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
32010,12/12/2018,R,Withdrawal,Bancos Anteriores,Primark,Regalos,0.00,EUR,,
32011,12/12/2018,R,Withdrawal,Bancos Anteriores,AliExpress,Regalos,0.00,EUR,,
32012,13/12/2018,R,Withdrawal,Bancos Anteriores,Hiperjuguetes,Regalos,0.00,EUR,,
32013,13/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32014,13/12/2018,R,Withdrawal,Bancos Anteriores,Foto Joven,Regalos,0.00,EUR,,
32015,13/12/2018,R,Withdrawal,Bancos Anteriores,El Negro Mario,Comida:Bares y Restaurantes,0.00,EUR,,
32016,13/12/2018,R,Withdrawal,Bancos Anteriores,Stradivarius,Regalos,0.00,EUR,,
32017,13/12/2018,R,Withdrawal,Bancos Anteriores,Encuentro,Regalos,0.00,EUR,,
32018,13/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32019,14/12/2018,R,Withdrawal,Bancos Anteriores,Primark,Regalos,0.00,EUR,,
32020,14/12/2018,R,Withdrawal,Bancos Anteriores,Chino,Regalos,0.00,EUR,,
32021,14/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32022,15/12/2018,R,Withdrawal,Bancos Anteriores,Las hierbas salvajes,Comida:Supermercado y Otros,0.00,EUR,,
32023,15/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Bares y Restaurantes,0.00,EUR,,
32024,15/12/2018,R,Withdrawal,Bancos Anteriores,Emmasa,Pago Servicios:Agua,0.00,EUR,,
32025,15/12/2018,R,Withdrawal,Bancos Anteriores,Endesa,Pago Servicios:Luz,0.00,EUR,,
32026,16/12/2018,R,Withdrawal,Bancos Anteriores,AliExpress,Regalos,0.00,EUR,,
32027,17/12/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32028,17/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32029,17/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32030,18/12/2018,R,Withdrawal,Bancos Anteriores,Correos,Gastos Varios,0.00,EUR,,Envio de cartas
32031,18/12/2018,R,Withdrawal,Bancos Anteriores,Burger King,Comida:Bares y Restaurantes,0.00,EUR,,
32032,18/12/2018,R,Withdrawal,Bancos Anteriores,Decathlon,Regalos,0.00,EUR,,
32033,19/12/2018,R,Deposit,Bancos Anteriores,Delia,Regalos,0.00,EUR,,Regalo nacimiento alejandro
32034,19/12/2018,R,Withdrawal,Bancos Anteriores,RY Peluqueras,Belleza:Estetica,0.00,EUR,,
32035,19/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32037,20/12/2018,R,Withdrawal,Bancos Anteriores,Kiabi,Regalos,0.00,EUR,,
32038,21/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Bares y Restaurantes,0.00,EUR,,
32039,22/12/2018,R,Withdrawal,Bancos Anteriores,Kiabi,Regalos,0.00,EUR,,
32040,22/12/2018,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
32041,22/12/2018,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
32042,23/12/2018,R,Deposit,Bancos Anteriores,Cande,Familia,0.00,EUR,,
32043,23/12/2018,R,Withdrawal,Bancos Anteriores,Alehop,Regalos,0.00,EUR,,
32044,23/12/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32045,23/12/2018,R,Withdrawal,Bancos Anteriores,Nimeria Comics,Regalos,0.00,EUR,,
32046,23/12/2018,R,Withdrawal,Bancos Anteriores,Parking La Laguna,Coche:Parking,0.00,EUR,,
32047,24/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Gastos Varios,0.00,EUR,,Regalo esther y davi entrada concierto bts
32048,24/12/2018,R,Withdrawal,Bancos Anteriores,Mcdonald,Comida:Bares y Restaurantes,0.00,EUR,,
32049,25/12/2018,R,Withdrawal,Bancos Anteriores,El Obrador del Sobradillo,Comida:Supermercado y Otros,0.00,EUR,,
32050,25/12/2018,R,Withdrawal,Bancos Anteriores,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
32051,26/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32052,26/12/2018,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32053,26/12/2018,R,Withdrawal,Bancos Anteriores,Restaurante Mas que Carne,Comida:Bares y Restaurantes,0.00,EUR,,
32054,26/12/2018,R,Withdrawal,Bancos Anteriores,Mundo Ahorro,Regalos,0.00,EUR,,
32055,27/12/2018,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Bares y Restaurantes,0.00,EUR,,
32056,27/12/2018,R,Deposit,Bancos Anteriores,Alehop,Regalos,0.00,EUR,,
32057,27/12/2018,R,Withdrawal,Bancos Anteriores,Alehop,Regalos,0.00,EUR,,
32058,27/12/2018,R,Withdrawal,Bancos Anteriores,Parking Edif.  Rodadero,Alquiler:Garaje,0.00,EUR,,
32059,27/12/2018,R,Deposit,Bancos Anteriores,(Sin Definir),Ingresos Varios,0.00,EUR,,
32060,27/12/2018,R,Withdrawal,Bancos Anteriores,Peluqueria JOMA,Belleza:Estetica,0.00,EUR,,
32061,27/12/2018,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32062,28/12/2018,R,Withdrawal,Bancos Anteriores,Kiosko Manolo,Comida:Supermercado y Otros,0.00,EUR,,
32063,28/12/2018,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32064,28/12/2018,R,Withdrawal,Bancos Anteriores,El Obrador del Sobradillo,Comida:Supermercado y Otros,0.00,EUR,,
32065,28/12/2018,R,Withdrawal,Bancos Anteriores,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
32066,29/12/2018,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32067,29/12/2018,R,Withdrawal,Bancos Anteriores,Taller Tic Tac,Coche:Reparaciones,0.00,EUR,,Cambio aceite y filtro - 73.966 km.
32068,01/01/2019,R,Deposit,Bancos Anteriores,Freeware Soluciones Empresariales,Sueldo,0.00,EUR,,Nomina 18 12
32069,01/01/2019,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32070,01/01/2019,R,Withdrawal,Bancos Anteriores,Hipoteca Caixa (Empresa),Prestamos:Intereses,0.00,EUR,,
32071,02/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32072,02/01/2019,R,Withdrawal,Bancos Anteriores,Mcdonald,Comida:Bares y Restaurantes,0.00,EUR,,
32073,02/01/2019,R,Withdrawal,Bancos Anteriores,Foto Joven,Regalos,0.00,EUR,,
32074,03/01/2019,R,Withdrawal,Bancos Anteriores,Data & Asociados,Alquiler:Casa,0.00,EUR,,
32075,03/01/2019,R,Withdrawal,Bancos Anteriores,Data & Asociados,Pago Servicios:Basura,0.00,EUR,,
32076,04/01/2019,R,Withdrawal,Bancos Anteriores,Ing Direct,Prestamos:Intereses,0.00,EUR,,
32078,04/01/2019,R,Withdrawal,Bancos Anteriores,Yoigo,Pago Servicios:Telefonia,0.00,EUR,,
32079,04/01/2019,R,Deposit,Bancos Anteriores,Seguridad Social,Sueldo,0.00,EUR,,
32080,04/01/2019,R,Deposit,Bancos Anteriores,Seguridad Social,Sueldo,0.00,EUR,,
32081,05/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32082,05/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32083,05/01/2019,R,Withdrawal,Bancos Anteriores,Casa Argelio,Comida:Bares y Restaurantes,0.00,EUR,,
32084,05/01/2019,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
32085,05/01/2019,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
32086,05/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32087,05/01/2019,R,Withdrawal,Bancos Anteriores,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
32088,05/01/2019,R,Deposit,Bancos Anteriores,Lidl,Cobros:Descuentos,0.00,EUR,,
32089,06/01/2019,R,Withdrawal,Bancos Anteriores,Disa,Comida:Supermercado y Otros,0.00,EUR,,
32090,07/01/2019,R,Withdrawal,Bancos Anteriores,Lidl,Comida:Supermercado y Otros,0.00,EUR,,
32091,07/01/2019,R,Withdrawal,Bancos Anteriores,Papa,Pago Servicios:TV Pay per View,0.00,EUR,,
32095,08/01/2019,R,Withdrawal,Bancos Anteriores,El Obrador del Sobradillo,Comida:Supermercado y Otros,0.00,EUR,,
32096,08/01/2019,R,Withdrawal,Bancos Anteriores,Papa,Salud:Farmacia,0.00,EUR,,Vacunas
32097,08/01/2019,R,Withdrawal,Bancos Anteriores,Microsoft,Pago Servicios:Servicio de Almacenamiento,0.00,EUR,,
32098,08/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32099,08/01/2019,R,Withdrawal,Bancos Anteriores,Casa Venezuela (Fran),Hobbies:Padel y Tenis,0.00,EUR,,
32106,09/01/2019,R,Withdrawal,Bancos Anteriores,Hiperdino,Comida:Supermercado y Otros,0.00,EUR,,
32107,09/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32108,10/01/2019,R,Withdrawal,Bancos Anteriores,Blizzard,Ocio:Videojuegos,0.00,EUR,,
32109,10/01/2019,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32110,10/01/2019,R,Withdrawal,Bancos Anteriores,Carrefour,Comida:Supermercado y Otros,0.00,EUR,,
32111,11/01/2019,R,Withdrawal,Bancos Anteriores,Pasteleria Diaz,Comida:Bares y Restaurantes,0.00,EUR,,
32112,11/01/2019,R,Withdrawal,Bancos Anteriores,Lokura El Sobradillo,Belleza:Ropa,0.00,EUR,,
32113,12/01/2019,R,Withdrawal,Bancos Anteriores,Parking La Laguna,Coche:Parking,0.00,EUR,,
32114,12/01/2019,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32115,13/01/2019,R,Withdrawal,Bancos Anteriores,Guachinche Uva Negra,Comida:Bares y Restaurantes,0.00,EUR,,
32116,13/01/2019,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
32117,13/01/2019,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
32118,14/01/2019,R,Withdrawal,Bancos Anteriores,Mr Smile,Comida:Bares y Restaurantes,0.00,EUR,,
32119,15/01/2019,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
32120,15/01/2019,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
32121,15/01/2019,R,Withdrawal,Bancos Anteriores,El Obrador del Sobradillo,Comida:Supermercado y Otros,0.00,EUR,,
32122,15/01/2019,R,Withdrawal,Bancos Anteriores,Emmasa,Pago Servicios:Agua,0.00,EUR,,
32123,15/01/2019,R,Withdrawal,Bancos Anteriores,Endesa,Pago Servicios:Luz,0.00,EUR,,
32124,16/01/2019,R,Withdrawal,Bancos Anteriores,Mercadona,Comida:Supermercado y Otros,0.00,EUR,,
32125,16/01/2019,R,Withdrawal,Bancos Anteriores,Mcdonald,Comida:Bares y Restaurantes,0.00,EUR,,
32126,16/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32127,17/01/2019,R,Withdrawal,Bancos Anteriores,Isabel Martin (Fruteria Los majuelos),Comida:Supermercado y Otros,0.00,EUR,,
32128,18/01/2019,R,Withdrawal,Bancos Anteriores,Kiko,Belleza:Estetica,0.00,EUR,,
32129,18/01/2019,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32130,18/01/2019,R,Withdrawal,Bancos Anteriores,Sada Canarias,Comida:Supermercado y Otros,0.00,EUR,,
32131,19/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32132,19/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32133,19/01/2019,R,Withdrawal,Bancos Anteriores,La Tarteria,Comida:Supermercado y Otros,0.00,EUR,,
32134,19/01/2019,R,Withdrawal,Bancos Anteriores,Isabel Martin (Fruteria Los majuelos),Comida:Supermercado y Otros,0.00,EUR,,
32135,19/01/2019,R,Withdrawal,Bancos Anteriores,Hipertrebol,Comida:Supermercado y Otros,0.00,EUR,,
32136,19/01/2019,R,Deposit,Bancos Anteriores,Hipertrebol,Cobros:Descuentos,0.00,EUR,,
32138,20/01/2019,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32139,21/01/2019,R,Withdrawal,Bancos Anteriores,Horno Del Pan,Comida:Supermercado y Otros,0.00,EUR,,
32140,22/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32141,23/01/2019,R,Withdrawal,Bancos Anteriores,Lokura El Sobradillo,Regalos,0.00,EUR,,
32142,23/01/2019,R,Withdrawal,Bancos Anteriores,CB Farmacia El Sobradillo,Salud:Farmacia,0.00,EUR,,
32143,23/01/2019,R,Deposit,Bancos Anteriores,Hipertrebol,Cobros:Descuentos,0.00,EUR,,
32144,23/01/2019,R,Withdrawal,Bancos Anteriores,Hipertrebol,Comida:Supermercado y Otros,0.00,EUR,,
32145,24/01/2019,R,Withdrawal,Bancos Anteriores,Gorrita,Coche:Parking,0.00,EUR,,
32146,25/01/2019,R,Withdrawal,Bancos Anteriores,AliExpress,Casa:Decoracion y Otros,0.00,EUR,,
32147,25/01/2019,R,Withdrawal,Bancos Anteriores,AliExpress,Casa:Decoracion y Otros,0.00,EUR,,
32148,25/01/2019,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32149,25/01/2019,R,Withdrawal,Bancos Anteriores,CyA,Belleza:Ropa,0.00,EUR,,
32150,25/01/2019,R,Withdrawal,Bancos Anteriores,CyA,Regalos,0.00,EUR,,
32151,25/01/2019,R,Withdrawal,Bancos Anteriores,CyA,Regalos,0.00,EUR,,
32152,26/01/2019,R,Withdrawal,Bancos Anteriores,Isabel Martin (Fruteria Los majuelos),Comida:Supermercado y Otros,0.00,EUR,,
32153,28/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32154,29/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32155,30/01/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32156,30/01/2019,R,Withdrawal,Bancos Anteriores,Alcampo,Comida:Supermercado y Otros,0.00,EUR,,
32157,31/01/2019,R,Withdrawal,Bancos Anteriores,Sultan Kebab,Comida:Bares y Restaurantes,0.00,EUR,,
32158,01/02/2019,R,Withdrawal,Bancos Anteriores,(Sin Definir),Comida:Supermercado y Otros,0.00,EUR,,
32159,01/02/2019,R,Deposit,Bancos Anteriores,Freeware Soluciones Empresariales,Sueldo,0.00,EUR,,Nomina 19 01
32160,01/02/2019,R,Withdrawal,Bancos Anteriores,El Corte Ingles,Salud:Farmacia,0.00,EUR,,
32161,01/02/2019,R,Withdrawal,Bancos Anteriores,Disa El Sobradillo,Coche:Gasolina,0.00,EUR,,
32162,01/02/2019,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
32163,01/02/2019,R,Withdrawal,Bancos Anteriores,El Corte Ingles,Salud:Farmacia,0.00,EUR,,
32164,01/02/2019,R,Deposit,Bancos Anteriores,Ing Direct,Inversión:Ganancia cashback y promociones,0.00,EUR,,
